,Col1,0
11667,O70OC85E,0
11668,O70OC0X9,0
11669,O70OC0XD,0
11670,O70OI555,0
11671,O70OIS5G,1
11672,O70ROB4W,1
11673,O70ROB19,0
11674,O70ROBNZ,0
11675,O70RVS1Z,0
11676,O70RVS1E,1
11677,O70R5MZR,0
11678,O70UUM5Z,0
11679,O70UUM5G,0
11680,O70UU54G,0
11681,O706L51Y,0
11682,O706L5KW,1
11683,O706LSNW,1
11684,O706UBND,1
11685,O706U5Y9,0
11686,O706U1ZG,1
11687,O7066S4E,0
11688,O7066SZD,0
11689,O70661X9,1
11690,O706615R,1
11691,O706615W,0
11692,O706V1ZW,1
11693,O7065MQG,1
11694,O7065OYR,1
11695,O706551Y,0
11696,O7065519,0
11697,O70655Z9,0
11698,O70655YY,1
11699,O70655YE,0
11700,O70655YG,0
11701,O70655Y5,0
11702,O7065S4Z,0
11703,O7065Y4G,0
11704,O7GKLY4E,0
11705,O7GKLYXW,0
11706,O7GKLYXZ,1
11707,O7GKLCN9,0
11708,O7GKLCNJ,1
11709,O7GKLCYR,0
11710,O7GKQ8KE,0
11711,O7GKQONZ,0
11712,O7GKQ5KD,1
11713,O7GKQ05D,0
11714,O7GKC8KJ,0
11715,O7GKC5XW,1
11716,O7GKC1QE,1
11717,O7GKIBQD,0
11718,O7GKI84Y,0
11719,O7GDO5SD,1
11720,O7GDOS55,0
11721,O7GDOSSR,1
11722,O7GDOSQY,0
11723,O7GDVSZW,0
11724,O7GDVSY5,1
11725,O7GDVS59,1
11726,O7GDVYKD,1
11727,O7GDVYQE,0
11728,O7GDVC4D,0
11729,O7GDVCY5,0
11730,O7GDVCSJ,0
11731,O7GDV1N9,0
11732,O7GD5MZE,1
11733,O7GD5MZ5,0
11734,O7GD5MZJ,0
11735,O7GIGCZY,0
11736,O7GIGCYZ,0
11737,O7GIGCYG,1
11738,O7GIGC55,0
11739,O7GIGCSW,1
11740,O7GIG0SR,1
11741,O7GILS15,0
11742,O7GILYZ5,0
11743,O7GILYNR,0
11744,O7GILCXR,0
11745,O7GIQ849,1
11746,O7GIQ84G,1
11747,O7GI51SD,1
11748,O7GBG85W,0
11749,O7GBGOND,0
11750,O7GBIBQG,0
11751,O7GBI8YJ,0
11752,O7GBISN5,1
11753,O7GBISQ9,0
11754,O7GWGOQG,0
11755,O7GWG5Q5,1
11756,O7GWGSSR,0
11757,O7GWGSSD,0
11758,O7GWL55R,1
11759,O7GWL1N5,0
11760,O7GWL1S5,1
11761,O7GWUMXY,1
11762,O7GWUMXG,1
11763,O7GWUMZE,0
11764,O7GWU545,1
11765,O7GWUYNE,1
11766,O7GW6BQY,1
11767,O7GW6CK5,1
11768,O7GW6CNY,1
11769,O7GWCSKR,0
11770,O7GOU04G,0
11771,O7GOQ5S5,1
11772,O7GOQSQJ,1
11773,O7GOQ0NE,1
11774,O7GOI8SG,0
11775,O7GOI54J,0
11776,O7GOI5XG,0
11777,O7GOI51W,0
11778,O7GOI5YW,0
11779,O7GOI5Q9,0
11780,O7GOIS4R,1
11781,O7GOIYNG,0
11782,O7GOI1SZ,1
11783,O7GOVMZY,0
11784,O7GOV51J,0
11785,O7GOVSNE,1
11786,O7GOV0X5,0
11787,O7GO5MS5,0
11788,O7GO5BK9,0
11789,O7GO58ZG,0
11790,O7GO585Z,1
11791,O7GO5O49,0
11792,O7GO5O1Y,1
11793,O7GO5Y4J,0
11794,O7GO5YXW,0
11795,O7GO5Y1Z,1
11796,O7GO5Y1Y,0
11797,O7GO5Y19,1
11798,O7GO5CKR,0
11799,O7GO5CKY,0
11800,O7GO5CNY,0
11801,O7GO5CNJ,1
11802,O7GO5CYR,1
11803,O7GRGSSZ,0
11804,O7GRGYZW,0
11805,O7GRGYYG,1
11806,O7GRGY55,1
11807,O7GRGY5J,1
11808,O7GRGYSJ,0
11809,O7GRGYQR,0
11810,O7GRGC5D,0
11811,O7GRLCZR,0
11812,O7GRLCKE,0
11813,O7GRQ0YD,0
11814,O7GRQ05Z,1
11815,O7GUU5NJ,0
11816,O7GUUSKG,0
11817,O7GUUSNW,0
11818,O7GUUSNY,0
11819,O7GUUSY9,0
11820,O7GUUSYD,0
11821,O7GUQMQE,0
11822,O7GUQ51W,0
11823,O7GUQY4E,0
11824,O7GUQYKG,1
11825,O7GUQYNY,1
11826,O7GUQC1J,0
11827,O7GUQCZW,1
11828,O7GU6S1Y,1
11829,O7GU60KW,0
11830,O7GUOMY5,0
11831,O7GUOB1W,0
11832,O7GUO8Z9,1
11833,O7GUO85Y,1
11834,O7GUO855,0
11835,O7GUOO1E,0
11836,O7GUOOZD,0
11837,O7GUOOZJ,0
11838,O7GU5MK5,0
11839,O7GU5MNZ,0
11840,O7GU5MYD,0
11841,O7GU5OSJ,1
11842,O7GU554D,1
11843,O7GU551G,0
11844,O7GU551J,1
11845,O7GU5YKY,0
11846,O7GHL55Y,1
11847,O7GHLS1D,0
11848,O7GHLSZ9,0
11849,O7GHU8QE,1
11850,O7GHUOZ5,1
11851,O7GH6OQ9,1
11852,O7GH65Z5,0
11853,O7GH6SZW,0
11854,O7GH6SY5,0
11855,O7GH6S5G,1
11856,O7GH6SSY,0
11857,O7GH6YY5,0
11858,O7GH6CQJ,0
11859,O7GH61YY,0
11860,O7GH61SD,1
11861,O7GH61S5,1
11862,O7GH50SW,0
11863,O75KGMYZ,0
11864,O75KGMSG,0
11865,O75KG8NY,0
11866,O75KGONE,1
11867,O75KLY4W,1
11868,O75KUBNR,0
11869,O75KUBY9,1
11870,O75KU8SG,0
11871,O75KUS4E,0
11872,O75KUS4G,0
11873,O75KUS45,0
11874,O75KQMXR,1
11875,O75KQ0KJ,0
11876,O75K6MND,0
11877,O75K6M55,0
11878,O75K681Y,0
11879,O75KVB15,0
11880,O75KVB1J,0
11881,O75KVBZR,0
11882,O75KVBZZ,0
11883,O75KVBZY,0
11884,O75KVBZ9,0
11885,O75KV8QY,0
11886,O75KV54R,0
11887,O75KV5SG,0
11888,O75KVYXJ,1
11889,O75K58XJ,0
11890,O75K5OKY,1
11891,O75K51YJ,0
11892,O75DL855,0
11893,O75DLOQG,1
11894,O75DLY19,1
11895,O75DLCZ5,0
11896,O75DL0NZ,1
11897,O75DC55W,0
11898,O75DCYXE,0
11899,O75DC01D,1
11900,O75DISYG,0
11901,O75DVMS9,0
11902,O75DVBXG,1
11903,O75DVY1D,1
11904,O75DVCSW,0
11905,O75D5OYZ,0
11906,O75D551W,0
11907,O75D5YN5,0
11908,O75D5YSE,1
11909,O75D5CKR,1
11910,O75D50SE,1
11911,O75D5149,0
11912,O75D514E,1
11913,O75IG5XW,1
11914,O75IG5XY,0
11915,O75ILCYE,0
11916,O75IL0YE,0
11917,O75IL0SW,0
11918,O75IL1SJ,1
11919,O75IUB1Z,1
11920,O75IUBN5,0
11921,O75IUB5G,0
11922,O75IUB55,1
11923,O75IU8NG,0
11924,O75IU8QZ,0
11925,O75IU8QY,0
11926,O75IUOXR,0
11927,O75IU559,0
11928,O75IUSXY,1
11929,O75IUYZ5,1
11930,O75IIMYJ,0
11931,O75IIMS5,0
11932,O75IIB5E,1
11933,O75IIBSR,1
11934,O75IIC4G,0
11935,O75II14R,0
11936,O75II14Z,0
11937,O75IVSYJ,0
11938,O75IVS5R,0
11939,O75IVYSE,0
11940,O75IVCYG,0
11941,O75IV04Y,0
11942,O75BGMNW,0
11943,O75BGMNY,0
11944,O75BGO5Z,1
11945,O75BG0ZG,1
11946,O75BG055,1
11947,O75BG0SZ,0
11948,O75BG0S9,0
11949,O75BLO49,1
11950,O75BUMS9,0
11951,O75BUOKR,0
11952,O75BUOKD,0
11953,O75BUOKJ,0
11954,O75BUY1D,0
11955,O75BU0XJ,0
11956,O75BU059,0
11957,O75BU0QG,1
11958,O75BU14Z,0
11959,O75BQM5D,0
11960,O75BQBXR,1
11961,O75BQBQD,0
11962,O75BQYS5,1
11963,O75BQYQR,0
11964,O75BQC15,0
11965,O75BQC5D,1
11966,O75BQ05W,0
11967,O75B6MQR,1
11968,O75B684Y,1
11969,O75B68QW,0
11970,O75B68QG,1
11971,O75B65QY,0
11972,O75B5045,0
11973,O75B51K5,1
11974,O75B51YE,0
11975,O75B51YG,1
11976,O75B51QR,1
11977,O75WGOZR,0
11978,O75WLO4G,0
11979,O75WLO45,1
11980,O75WLOYJ,1
11981,O75WL0QZ,0
11982,O75WUMK5,0
11983,O75WUB1R,0
11984,O75WU0SD,0
11985,O75WU0SG,0
11986,O75WQ8N9,0
11987,O75WQ8NE,0
11988,O75WOBZJ,0
11989,O75WOBKY,0
11990,O75WOBY5,1
11991,O75WOBSW,0
11992,O75WOBS9,0
11993,O75WO8Y9,0
11994,O75WO85Y,1
11995,O75WOYSG,0
11996,O75OG1XG,1
11997,O75OG1X5,0
11998,O75OG11Z,0
11999,O75OG119,0
12000,O75OLMQ5,1
12001,O75OLYYE,0
12002,O75OL1YR,0
12003,O75OUMKZ,0
12004,O75OUMNY,0
12005,O75OUB55,0
12006,O75OUO1E,0
12007,O75OUO5Y,0
12008,O75OUSZW,0
12009,O75OU05Y,0
12010,O75OU0QE,0
12011,O75OQMXD,1
12012,O75OQO45,0
12013,O75O6MQD,0
12014,O75O6BSE,1
12015,O75OOB1W,0
12016,O75OO8KJ,1
12017,O75OO05J,0
12018,O75OO1ZD,1
12019,O75OC81D,1
12020,O75OI8YW,1
12021,O75OI855,1
12022,O75RQ559,1
12023,O75RQSXY,1
12024,O75RQSQR,0
12025,O75RQYYR,0
12026,O75RQ0YW,1
12027,O75RQ0YD,0
12028,O75RQ0Q5,1
12029,O75R6BX9,0
12030,O75R68SY,0
12031,O75RC845,1
12032,O75RC1X5,0
12033,O75RIYKY,0
12034,O75RI0ZE,1
12035,O75RI0KR,1
12036,O75RVM4W,0
12037,O75RVM4G,0
12038,O75RVM4J,0
12039,O75RVM1E,0
12040,O75RVM1J,0
12041,O75RVMZD,0
12042,O75RVOZ9,1
12043,O75RVYYE,1
12044,O75RVY5D,1
12045,O75RVYQR,0
12046,O75R5MXG,0
12047,O75R581W,0
12048,O75R55SY,0
12049,O75R5SQY,0
12050,O75R5C5R,0
12051,O75R50Y5,0
12052,O75R5159,0
12053,O75UGBSY,1
12054,O75UG8ZW,1
12055,O75UG8NW,0
12056,O75UG8YG,1
12057,O75UGOKY,0
12058,O75UG5NY,1
12059,O75UGCN9,0
12060,O75U65SZ,0
12061,O75U65SE,1
12062,O75U6SZY,0
12063,O75U6SNY,0
12064,O75U6SND,0
12065,O75UO0QJ,0
12066,O75UC8SW,0
12067,O75UC51E,0
12068,O75UC0XY,0
12069,O75UC015,0
12070,O75UC0NG,0
12071,O75UICZJ,1
12072,O75UVO4Z,0
12073,O75UVO4J,0
12074,O75UVO1Z,0
12075,O75UVO1Y,1
12076,O75UV0KD,0
12077,O75U58XG,0
12078,O75U58YJ,0
12079,O75U585D,1
12080,O75U5OZJ,0
12081,O75U5O59,0
12082,O75U554Y,0
12083,O756685G,0
12084,O75665Z5,0
12085,O75665KZ,0
12086,O75665KD,0
12087,O75661KJ,1
12088,O756615G,0
12089,O756OMQY,0
12090,O756OB4R,0
12091,O756OOYZ,0
12092,O756O51R,0
12093,O756COZR,1
12094,O756C5KG,0
12095,O756CYZZ,0
12096,O756VYNG,1
12097,O75HLSK9,0
12098,O75HU05J,0
12099,O75HU0S5,1
12100,O75HQBYJ,0
12101,O75HQCKR,0
12102,O75H65ZD,0
12103,O75H65YZ,0
12104,O75H6049,1
12105,O75HO81W,0
12106,O75HISQZ,1
12107,O75HV1ZJ,1
12108,O75HV15Y,1
12109,O75H5BKE,1
12110,O75H5O4W,0
12111,O75H5O59,1
12112,O75H55QW,0
12113,O75H5Y5G,0
12114,O7MKGMKD,0
12115,O7MKLOQ9,0
12116,O7MKL5XR,0
12117,O7MKL5ZD,0
12118,O7MKL5SE,0
12119,O7MKLS5G,1
12120,O7MKLSSE,0
12121,O7MKQYYZ,1
12122,O7MKQCKW,0
12123,O7MKQC5E,1
12124,O7MKQC55,0
12125,O7MK6ONW,0
12126,O7MKOOSY,0
12127,O7MKVSQE,1
12128,O7MDG84J,1
12129,O7MDG8XZ,1
12130,O7MDOO55,0
12131,O7MDO04Z,0
12132,O7MDO0QZ,0
12133,O7MDCOZG,0
12134,O7MDCONW,0
12135,O7MDCON5,1
12136,O7MDCS1E,0
12137,O7MDCS1J,0
12138,O7MDV1SE,0
12139,O7MD5BK5,0
12140,O7MD5BKJ,0
12141,O7MD5BYW,0
12142,O7MD58N9,0
12143,O7MIG149,0
12144,O7MIG145,1
12145,O7MIL85R,0
12146,O7MIL04G,0
12147,O7MIL05J,0
12148,O7MIL0QW,0
12149,O7MIUO5G,1
12150,O7MICOKZ,1
12151,O7MIC5KE,0
12152,O7MIC5KJ,1
12153,O7MICSN9,0
12154,O7MICCXY,0
12155,O7MIC0Q9,0
12156,O7MIC14D,0
12157,O7MIC1ND,1
12158,O7MIIMXD,0
12159,O7MIIMSY,0
12160,O7MIIBXR,1
12161,O7MIIB1Z,0
12162,O7MIIB15,1
12163,O7MIIBZR,0
12164,O7MIIYK9,0
12165,O7MIIYNW,0
12166,O7MIV51J,1
12167,O7MIVY4Y,0
12168,O7MIVY4D,0
12169,O7MIVC1W,0
12170,O7MI5M55,0
12171,O7MI5MSG,1
12172,O7MI5MSJ,1
12173,O7MI5MQJ,0
12174,O7MI58YE,1
12175,O7MI58Q9,0
12176,O7MI58Q5,0
12177,O7MI5O1D,0
12178,O7MI5ONY,0
12179,O7MI5OSY,0
12180,O7MI5YQD,1
12181,O7MI51NE,0
12182,O7MBGMX5,0
12183,O7MBGMQE,0
12184,O7MBQ1KD,0
12185,O7MB651Y,0
12186,O7MB651G,0
12187,O7MB65Z9,0
12188,O7MB614R,1
12189,O7MB614D,0
12190,O7MB61XG,1
12191,O7MBOM5J,0
12192,O7MBOB4G,1
12193,O7MBO8XY,0
12194,O7MBOOZY,0
12195,O7MB50XY,0
12196,O7MWG8QE,0
12197,O7MWGOXJ,0
12198,O7MWG519,0
12199,O7MWLB4R,0
12200,O7MWLSN9,1
12201,O7MWLYXY,0
12202,O7MWLY19,0
12203,O7MWLYQZ,0
12204,O7MWLYQY,0
12205,O7MWLYQD,0
12206,O7MWLYQE,0
12207,O7MWLC1D,0
12208,O7MWLCZE,0
12209,O7MWUMXW,0
12210,O7MWUMNW,0
12211,O7MWOC55,0
12212,O7MWO1YW,1
12213,O7MWO1YZ,1
12214,O7MWO1YD,1
12215,O7MWC8NE,0
12216,O7MWC8YJ,1
12217,O7MWCYN9,1
12218,O7MWCY59,0
12219,O7MWVBKW,0
12220,O7MWV8KJ,1
12221,O7MWV5YG,1
12222,O7MWVC5J,0
12223,O7MWV04J,0
12224,O7MOQOZJ,0
12225,O7MOQSKZ,0
12226,O7MOQSYZ,0
12227,O7MOQSYD,1
12228,O7MOQSY5,0
12229,O7MOQS5E,0
12230,O7MOQ149,0
12231,O7MO65SW,0
12232,O7MOCBZ9,1
12233,O7MOCSZ5,0
12234,O7MOCY4J,0
12235,O7MOCY1E,0
12236,O7MOCYZY,0
12237,O7MOCYZD,0
12238,O7MOCYQZ,0
12239,O7MRLOKE,0
12240,O7MRLSKW,0
12241,O7MRLSKG,1
12242,O7MRQSSZ,0
12243,O7MROSSG,0
12244,O7MROSS5,0
12245,O7MROCZY,0
12246,O7MRC5YY,0
12247,O7MRC5Y9,0
12248,O7MRCYXZ,1
12249,O7MRCYKZ,0
12250,O7MRC1KR,0
12251,O7MULCQ5,0
12252,O7MUL1SG,1
12253,O7MUUBYG,0
12254,O7MUU0QR,1
12255,O7MUQBQY,0
12256,O7MUQ84E,0
12257,O7MU6CQ5,0
12258,O7MUOYNW,0
12259,O7MUOC4Z,0
12260,O7MUO04R,0
12261,O7MUO1ZE,1
12262,O7MUC55Y,1
12263,O7MUCS4W,0
12264,O7MUCS4D,0
12265,O7MUCSYR,0
12266,O7MUCSYY,1
12267,O7M6UMZG,0
12268,O7M6UMSG,0
12269,O7M6QB4R,0
12270,O7M6QBXZ,0
12271,O7M66B4Z,0
12272,O7M66B5W,0
12273,O7M665ZE,0
12274,O7M66559,1
12275,O7M66YQR,1
12276,O7M661XR,0
12277,O7M6O8ZW,1
12278,O7MHGMQE,1
12279,O7MHGO1J,0
12280,O7MHG5KJ,0
12281,O7MHLSK5,0
12282,O7MHLY5G,1
12283,O7MHLC4R,1
12284,O7MHL1XG,0
12285,O7MHUYSG,1
12286,O7MHQ55R,0
12287,O7MHV8KZ,0
12288,O7MHV5KJ,0
12289,O7MH5MNJ,1
12290,O7MH5BKR,0
12291,O7MH5BKD,1
12292,O7MH58SY,1
12293,O7MH5YYW,0
12294,O7HKGM4W,0
12295,O7HKLBND,0
12296,O7HKLO1W,0
12297,O7HKLOQJ,0
12298,O7HKL1KY,0
12299,O7HKL159,0
12300,O7HKL155,0
12301,O7HKUB4D,1
12302,O7HKUBKJ,1
12303,O7HKUBNW,0
12304,O7HKUBNG,0
12305,O7HKUBNJ,0
12306,O7HKUBYD,1
12307,O7HKUOY9,0
12308,O7HKU5KY,0
12309,O7HKU5YD,1
12310,O7HKUS4G,1
12311,O7HKUCYE,1
12312,O7HKCBKD,0
12313,O7HKCB5Z,0
12314,O7HKC8XW,0
12315,O7HKI5YY,0
12316,O7HKI0NR,0
12317,O7HKI11J,0
12318,O7HKVCQJ,1
12319,O7HK5MNW,0
12320,O7HK5M5E,1
12321,O7HK5BZR,0
12322,O7HK5BZ5,0
12323,O7HK5BSR,1
12324,O7HK55NW,1
12325,O7HK5SKG,0
12326,O7HK5SQD,0
12327,O7HK5Y55,1
12328,O7HD6SNG,0
12329,O7HD6SYR,0
12330,O7HD604E,1
12331,O7HDOBZG,0
12332,O7HDOS5W,0
12333,O7HDOS59,0
12334,O7HDC5X5,0
12335,O7HDC0NE,1
12336,O7HDVBKW,0
12337,O7HDVB59,0
12338,O7HDVB5J,0
12339,O7HDVSZE,1
12340,O7HDVSYY,0
12341,O7HDVSYE,0
12342,O7HDVSSR,1
12343,O7HDVY4Y,0
12344,O7HDVY49,0
12345,O7HDVY4J,1
12346,O7HIQ0NW,1
12347,O7HIQ0QD,0
12348,O7HI6BY9,0
12349,O7HI6BYG,1
12350,O7HI6BS5,1
12351,O7HI68YW,0
12352,O7HI68SG,0
12353,O7HI6O45,0
12354,O7HI65XD,1
12355,O7HIOO4E,0
12356,O7HIOOXY,1
12357,O7HIOOX5,1
12358,O7HIOSYR,1
12359,O7HIOSYD,1
12360,O7HIOSQW,1
12361,O7HIOYXR,0
12362,O7HIOYZ5,1
12363,O7HICOKZ,0
12364,O7HIIMQE,1
12365,O7HIIONY,0
12366,O7HIIOQR,1
12367,O7HIIOQE,0
12368,O7HI5M1Z,0
12369,O7HBU5S9,0
12370,O7HBQM4W,0
12371,O7HBQ8Y5,1
12372,O7HB6BYW,1
12373,O7HB6B5Z,0
12374,O7HB68NJ,0
12375,O7HB5OZG,0
12376,O7HB5O5Y,0
12377,O7HB5OSR,0
12378,O7HB55NZ,0
12379,O7HB55N9,0
12380,O7HB555E,0
12381,O7HB55SY,1
12382,O7HB55QZ,0
12383,O7HB5Y1D,0
12384,O7HB5Y15,0
12385,O7HWQCKR,0
12386,O7HWQ1YJ,1
12387,O7HW6M1Z,0
12388,O7HW6MQY,1
12389,O7HWOO4E,0
12390,O7HWOOXR,1
12391,O7HWOOXZ,1
12392,O7HWOOXJ,0
12393,O7HWOOKZ,0
12394,O7HWOOQJ,0
12395,O7HWO5ZG,0
12396,O7HWO5ZJ,0
12397,O7HWO5K9,0
12398,O7HWOCQJ,1
12399,O7HWO0X9,0
12400,O7HWO1NG,1
12401,O7HWC85D,0
12402,O7HWC855,0
12403,O7HWC8SR,1
12404,O7HWC5QJ,0
12405,O7HWCS4Z,0
12406,O7HWCS1Y,0
12407,O7HWCSKG,0
12408,O7HWCY4Z,0
12409,O7HWCYZD,0
12410,O7HWCYQE,0
12411,O7HWCC4Y,0
12412,O7HWI8SZ,0
12413,O7HWIOX9,0
12414,O7HWIO1W,0
12415,O7HWI5Q9,0
12416,O7HWIY1D,0
12417,O7HWIYZZ,0
12418,O7HWIYKW,0
12419,O7HWI05Y,0
12420,O7HWI11R,0
12421,O7HWI11W,0
12422,O7HWVM5D,1
12423,O7HWVBZ5,0
12424,O7HWVC1J,0
12425,O7HWVCK5,0
12426,O7HWVCSW,1
12427,O7HOO0ZZ,0
12428,O7HOO0Z9,0
12429,O7HOO1X5,1
12430,O7HOO1ZW,1
12431,O7HOCMZZ,1
12432,O7HOIMXY,0
12433,O7HOIMKY,1
12434,O7HOIBXE,1
12435,O7HOIBKG,0
12436,O7HOIOX5,0
12437,O7HOIOKW,0
12438,O7HOIYXJ,1
12439,O7HOVYYG,1
12440,O7HOVYQZ,0
12441,O7HOVYQJ,0
12442,O7HRQYZ5,0
12443,O7HRQYKZ,0
12444,O7HRQ04Y,0
12445,O7HRQ04J,0
12446,O7HR6CQ5,0
12447,O7HR601Y,1
12448,O7HR60YG,1
12449,O7HR61XG,0
12450,O7HR611E,0
12451,O7HROBYR,0
12452,O7HROB5W,0
12453,O7HROB55,0
12454,O7HROO45,0
12455,O7HROSKY,1
12456,O7HROY15,1
12457,O7HROYZG,1
12458,O7HROYKE,1
12459,O7HROYQR,0
12460,O7HROCXY,1
12461,O7HRO01G,1
12462,O7HRO0KD,0
12463,O7HRCMN9,0
12464,O7HRCBY5,0
12465,O7HRCBYJ,0
12466,O7HRCBQJ,1
12467,O7HRC5Z5,0
12468,O7HRCS4Z,1
12469,O7HRCS4J,0
12470,O7HRCSZW,0
12471,O7HRCSKY,0
12472,O7HRIMNG,0
12473,O7HRIMSG,0
12474,O7HRIYXW,1
12475,O7HRI04Z,1
12476,O7HRVMYG,0
12477,O7HRVBZR,1
12478,O7HUV5QJ,0
12479,O7HUVYXJ,0
12480,O7HUV14G,1
12481,O7HUV15J,0
12482,O7HUV1SR,1
12483,O7HU5MK9,1
12484,O7HU5MYG,0
12485,O7HU5M5G,0
12486,O7HU5MSJ,1
12487,O7HU5MQR,0
12488,O7HU5MQ9,0
12489,O7HU55SD,1
12490,O7HU5S1Z,0
12491,O7HU5SYE,1
12492,O7HU5C5Y,0
12493,O7HU51KR,0
12494,O7HU51ND,1
12495,O7HU51Y5,0
12496,O7HU515E,0
12497,O7HU51QG,1
12498,O7H6GB5R,0
12499,O7H6GBSJ,0
12500,O7H6G8XW,0
12501,O7H6G8ZJ,0
12502,O7H6GOQW,0
12503,O7H6G5KY,0
12504,O7H6GYN5,1
12505,O7H6L51Y,1
12506,O7H6QMYZ,0
12507,O7H6Q8SE,0
12508,O7H6QOQZ,1
12509,O7H6Q5KR,0
12510,O7H6Q5NJ,0
12511,O7H6QSQJ,0
12512,O7H6QYXG,1
12513,O7H665ZW,0
12514,O7H66CNJ,0
12515,O7H66CYW,0
12516,O7H66C5Z,0
12517,O7H66C5E,0
12518,O7H6OMZD,0
12519,O7H6O8QG,1
12520,O7H6OY15,0
12521,O7H6CMX5,0
12522,O7H6CB1J,0
12523,O7HHGO1E,1
12524,O7HHGONG,0
12525,O7HHGOS9,0
12526,O7HHGOQE,1
12527,O7HHG5XD,0
12528,O7HHGY5E,0
12529,O7HHLMXR,0
12530,O7HHLBKY,0
12531,O7HHLB5J,0
12532,O7HHLBS9,0
12533,O7HHL8Z9,0
12534,O7HHL8ZE,1
12535,O7HHUOSZ,0
12536,O7HHU5XD,1
12537,O7HHUSXJ,0
12538,O7HHUSZE,0
12539,O7HHUCKW,0
12540,O7HHU0KY,0
12541,O7HHQM49,0
12542,O7HHQMZY,0
12543,O7HHQMZ9,0
12544,O7HHQMNJ,1
12545,O7HHQM5Y,1
12546,O7HHQO4W,0
12547,O7HHQOXY,1
12548,O7HHQY4D,0
12549,O7HHQY45,0
12550,O7HHQY4J,1
12551,O7HHQYXZ,0
12552,O7HHQ0QY,0
12553,O7HHQ1KW,0
12554,O7HH68Y9,1
12555,O7HH6O4Y,1
12556,O7HH6OXJ,0
12557,O7HH6YQW,0
12558,O7HH61N9,0
12559,O7HHOMQY,0
12560,O7HHOOXE,0
12561,O7HHOO1W,1
12562,O7HHO51G,1
12563,O7HHOYXJ,1
12564,O7HHOY1J,0
12565,O7HHOYZW,1
12566,O7HHOYZ9,0
12567,O7YKGSZR,0
12568,O7YKGSZE,1
12569,O7YKLM45,1
12570,O7YKLMNG,1
12571,O7YKLB1G,0
12572,O7YKL8NE,1
12573,O7YKLOZ5,0
12574,O7YKL5Z9,0
12575,O7YKLYS5,0
12576,O7YKL0XJ,0
12577,O7YKUCYJ,0
12578,O7YKQ8KJ,0
12579,O7YKQ85Y,0
12580,O7YKQ8S9,0
12581,O7YKQ8SE,1
12582,O7YKQOKD,0
12583,O7YKVCZR,0
12584,O7YK5S4D,0
12585,O7YK5CZR,1
12586,O7YK5CZW,0
12587,O7YK5CZG,0
12588,O7YK5CZ5,1
12589,O7YK5CKD,1
12590,O7YK5CYZ,1
12591,O7YK504R,1
12592,O7YK50KZ,0
12593,O7YK514G,0
12594,O7YK511G,0
12595,O7YK51K9,0
12596,O7YDG8ZR,1
12597,O7YDG5Y5,0
12598,O7YDGYYW,1
12599,O7YDGYSJ,0
12600,O7YDGC1Z,0
12601,O7YDGC19,0
12602,O7YDGCYZ,1
12603,O7YDLBZZ,0
12604,O7YDLBK5,1
12605,O7YDLBSY,0
12606,O7YDLON9,1
12607,O7YDUMQ5,1
12608,O7YDUSZ9,0
12609,O7YDVBSY,1
12610,O7YDV8QE,0
12611,O7YDVON5,0
12612,O7YDV5ZE,0
12613,O7YDVC5Y,0
12614,O7YDV0ND,1
12615,O7YD5BYJ,0
12616,O7YD58KE,0
12617,O7YD5YXW,1
12618,O7YD5C5D,0
12619,O7YD50ND,1
12620,O7YD51XR,1
12621,O7YD51N9,0
12622,O7YD51Y9,1
12623,O7YIGM4G,0
12624,O7YIG85Y,0
12625,O7YIGOXE,0
12626,O7YIGO15,0
12627,O7YIOB4D,0
12628,O7YIOBX9,1
12629,O7YIOB1W,0
12630,O7YIO8XW,0
12631,O7YIO8ZW,0
12632,O7YIO8KY,0
12633,O7YIOOXG,0
12634,O7YIOOND,1
12635,O7YIC5N9,0
12636,O7YICSQJ,0
12637,O7YICYX9,0
12638,O7YICY1W,0
12639,O7YICYZD,0
12640,O7YICYYD,0
12641,O7YICYQJ,1
12642,O7YIC1N9,1
12643,O7YIIMSJ,1
12644,O7YIIB4G,0
12645,O7YIIBXW,0
12646,O7YIIBN9,1
12647,O7YIIC4R,0
12648,O7YIIC4Z,1
12649,O7YII1YZ,0
12650,O7YII1QY,0
12651,O7YIVC1W,0
12652,O7YIVCKJ,0
12653,O7YBQMN9,0
12654,O7YBQOQZ,0
12655,O7YBQSKJ,1
12656,O7YBQSYG,0
12657,O7YBQS5D,0
12658,O7YBQYNE,1
12659,O7YBQCKD,1
12660,O7YBQCNW,0
12661,O7YB65QW,0
12662,O7YBOB5R,0
12663,O7YBC51J,0
12664,O7YBC0Y9,1
12665,O7YBC115,0
12666,O7YBI01G,1
12667,O7YWQOZ9,1
12668,O7YWQO5J,0
12669,O7YWQ51J,0
12670,O7YWQ5ND,0
12671,O7YWQ5YY,0
12672,O7YWQYQ9,0
12673,O7YWQCZG,1
12674,O7YW6BNY,1
12675,O7YOG0NE,0
12676,O7YOG14Y,0
12677,O7YOG149,0
12678,O7YOG14D,0
12679,O7YOG1XR,0
12680,O7YOG1ZG,0
12681,O7YOLMS9,0
12682,O7YOLMQJ,0
12683,O7YOL845,0
12684,O7YOLCZE,0
12685,O7YOLCND,1
12686,O7YOL04E,1
12687,O7YOL1NY,0
12688,O7YOUMXE,0
12689,O7YOUMQE,1
12690,O7YOUSSW,1
12691,O7YOUY4E,0
